cas,chemical_name,phase4_status,phase4_reason,merge_cluster_id,representative_cas,true_cameo_groups,group_names,in_426,in_259,n_gold_queries,n_queries_dropped_from_259,hit_rate_10_426,mean_rank_426,mrr_426,R_tier,E_score,has_own_s10_evidence,has_own_s2_content,C_scarce_in_259,scarce_groups_259,D_cluster_total_size,S_data_available,safety_flag,phase6_status,phase6_reason,scenario_selection_only,scenario_selection_plus_retrieval,scenario_retrieval_heavy,scenario_coverage_heavy,scenario_stable,scenario_retain_count
15385-58-7,MERCUROUS BROMIDE,MERGE_REDUNDANT,"대표물질 10112-91-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42, 47)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC020_g42-47,10112-91-1,42;47,"Metals, Less Reactive agents;Non-Redox-Active Inorganic Compounds",True,False,0,0,,,,NO_DATA,2,True,True,False,,3,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.57,0.545,0.45,0.3,False,2
7789-47-1,MERCURIC BROMIDE,MERGE_REDUNDANT,"대표물질 10112-91-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42, 47)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC020_g42-47,10112-91-1,42;47,"Metals, Less Reactive agents;Non-Redox-Active Inorganic Compounds",True,False,0,0,,,,NO_DATA,2,True,True,False,,3,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.57,0.545,0.45,0.3,False,2
7439-96-5,MANGANESE,MERGE_REDUNDANT,"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC021_g42,7439-92-1,42,"Metals, Less Reactive agents",True,False,0,0,,,,NO_DATA,2,True,True,False,,8,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.52,0.47,0.4,0.25,False,1
7439-98-7,MOLYBDENUM,MERGE_REDUNDANT,"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC021_g42,7439-92-1,42,"Metals, Less Reactive agents",True,False,0,0,,,,NO_DATA,2,True,True,False,,8,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.52,0.47,0.4,0.25,False,1
7440-06-4,PLATINUM,MERGE_REDUNDANT,"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC021_g42,7439-92-1,42,"Metals, Less Reactive agents",True,False,0,0,,,,NO_DATA,2,True,True,False,,8,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.52,0.47,0.4,0.25,False,1
7440-16-6,RHODIUM (METAL FUME),MERGE_REDUNDANT,"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC021_g42,7439-92-1,42,"Metals, Less Reactive agents",True,False,0,0,,,,NO_DATA,1,True,False,False,,8,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.32,0.37,0.35,0.2,True,0
7440-22-4,SILVER,MERGE_REDUNDANT,"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC021_g42,7439-92-1,42,"Metals, Less Reactive agents",True,False,0,0,,,,NO_DATA,2,True,True,False,,8,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.52,0.47,0.4,0.25,False,1
7440-31-5,TIN,MERGE_REDUNDANT,"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC021_g42,7439-92-1,42,"Metals, Less Reactive agents",True,False,0,0,,,,NO_DATA,2,True,True,False,,8,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.52,0.47,0.4,0.25,False,1
7440-33-7,TUNGSTEN,MERGE_REDUNDANT,"대표물질 7439-92-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((42,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC021_g42,7439-92-1,42,"Metals, Less Reactive agents",True,False,0,0,,,,NO_DATA,2,True,True,False,,8,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.52,0.47,0.4,0.25,False,1
10137-74-3,CALCIUM CHLORATE,MERGE_REDUNDANT,"대표물질 7778-66-7(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC022_g50-61-68,7778-66-7,50;61;68,"Oxidizing Agents, Strong;Salts, Basic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.58,0.56,0.46,0.31,False,2
11084-85-8,CHLORINATED TRISODIUM PHOSPHATE,MERGE_REDUNDANT,"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC023_g50-61,14018-95-2,50;61,"Oxidizing Agents, Strong;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,11,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
1304-29-6,BARIUM PEROXIDE,MERGE_REDUNDANT,"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC023_g50-61,14018-95-2,50;61,"Oxidizing Agents, Strong;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,11,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
1305-79-9,CALCIUM PEROXIDE,MERGE_REDUNDANT,"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC023_g50-61,14018-95-2,50;61,"Oxidizing Agents, Strong;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,11,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
1317-35-7,MANGANESE TETROXIDE,MERGE_REDUNDANT,"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC023_g50-61,14018-95-2,50;61,"Oxidizing Agents, Strong;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,11,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
13477-10-6,"BARIUM HYPOCHLORITE, WITH MORE THAN 22% AVAILABLE CHLORINE",MERGE_REDUNDANT,"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC023_g50-61,14018-95-2,50;61,"Oxidizing Agents, Strong;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,11,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
14307-35-8,LITHIUM CHROMATE,MERGE_REDUNDANT,"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC023_g50-61,14018-95-2,50;61,"Oxidizing Agents, Strong;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,11,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
14452-57-4,MAGNESIUM PEROXIDE,MERGE_REDUNDANT,"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC023_g50-61,14018-95-2,50;61,"Oxidizing Agents, Strong;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,11,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7758-19-2,SODIUM CHLORITE,MERGE_REDUNDANT,"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC023_g50-61,14018-95-2,50;61,"Oxidizing Agents, Strong;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,11,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7758-97-6,LEAD CHROMATE,MERGE_REDUNDANT,"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC023_g50-61,14018-95-2,50;61,"Oxidizing Agents, Strong;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,11,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
7789-06-2,STRONTIUM CHROMATE,MERGE_REDUNDANT,"대표물질 14018-95-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC023_g50-61,14018-95-2,50;61,"Oxidizing Agents, Strong;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,11,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.5,0.44,0.38,0.23,False,1
2782-57-2,"DICHLOROISOCYANURIC ACID, DRY",MERGE_REDUNDANT,"대표물질 118-52-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((7, 32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC024_g7-32-50,118-52-5,7;32;50,"Acyl Halides, Sulfonyl Halides, and Chloroformates;Halogenating Agents;Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.58,0.56,0.46,0.31,False,2
7727-54-0,AMMONIUM PERSULFATE,MERGE_REDUNDANT,"대표물질 13446-10-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC025_g50-60,13446-10-1,50;60,"Oxidizing Agents, Strong;Salts, Acidic",True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
7789-09-5,AMMONIUM DICHROMATE,MERGE_REDUNDANT,"대표물질 13446-10-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC025_g50-60,13446-10-1,50;60,"Oxidizing Agents, Strong;Salts, Acidic",True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
7790-98-9,AMMONIUM PERCHLORATE,MERGE_REDUNDANT,"대표물질 13446-10-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC025_g50-60,13446-10-1,50;60,"Oxidizing Agents, Strong;Salts, Acidic",True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
7775-09-9,SODIUM CHLORATE,MERGE_REDUNDANT,"대표물질 3811-04-9(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((50, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC026_g50-68,3811-04-9,50;68,"Oxidizing Agents, Strong;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.58,0.56,0.46,0.31,False,2
7783-66-6,IODINE PENTAFLUORIDE,MERGE_REDUNDANT,"대표물질 14977-61-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC027_g32-50,14977-61-8,32;50,"Halogenating Agents;Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
7790-99-0,IODINE MONOCHLORIDE,MERGE_REDUNDANT,"대표물질 14977-61-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC027_g32-50,14977-61-8,32;50,"Halogenating Agents;Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
7791-21-1,CHLORINE MONOXIDE,MERGE_REDUNDANT,"대표물질 14977-61-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((32, 50)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC027_g32-50,14977-61-8,32;50,"Halogenating Agents;Oxidizing Agents, Strong",True,False,0,0,,,,NO_DATA,1,True,False,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.36,0.43,0.39,0.24,True,0
15699-18-0,NICKEL AMMONIUM SULFATE,MERGE_REDUNDANT,"대표물질 7803-55-6(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((51, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC028_g51-60,7803-55-6,51;60,"Oxidizing Agents, Weak;Salts, Acidic",True,False,0,0,,,,NO_DATA,2,True,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.58,0.56,0.46,0.31,False,2
7787-41-9,BARIUM SELENATE,MERGE_REDUNDANT,"대표물질 13718-26-8(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((51, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC029_g51-61,13718-26-8,51;61,"Oxidizing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.58,0.56,0.46,0.31,False,2
21651-19-4,TIN(II) OXIDE,MERGE_REDUNDANT,"대표물질 10049-05-5(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((58,)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC030_g58,10049-05-5,58,"Reducing Agents, Strong",True,False,0,0,,,,NO_DATA,2,True,True,False,,2,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.58,0.56,0.46,0.31,False,2
5470-11-1,HYDROXYLAMINE HYDROCHLORIDE,MERGE_REDUNDANT,"대표물질 10039-54-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((58, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC031_g58-60,10039-54-0,58;60,"Reducing Agents, Strong;Salts, Acidic",True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
7772-99-8,"STANNOUS CHLORIDE, SOLID",MERGE_REDUNDANT,"대표물질 10039-54-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((58, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC031_g58-60,10039-54-0,58;60,"Reducing Agents, Strong;Salts, Acidic",True,False,0,0,,,,NO_DATA,2,True,True,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.56,0.53,0.44,0.29,False,2
7803-65-8,AMMONIUM HYPOPHOSPHITE,MERGE_REDUNDANT,"대표물질 10039-54-0(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((58, 60)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC031_g58-60,10039-54-0,58;60,"Reducing Agents, Strong;Salts, Acidic",True,False,0,0,,,,NO_DATA,1,True,False,False,,4,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.36,0.43,0.39,0.24,True,0
127-95-7,POTASSIUM HYDROGEN OXALATE,MERGE_REDUNDANT,"대표물질 10026-17-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((59, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC032_g59-61,10026-17-2,59;61,"Reducing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,1,True,False,False,,6,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.34,0.4,0.37,0.22,True,0
516-03-0,FERROUS OXALATE,MERGE_REDUNDANT,"대표물질 10026-17-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((59, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC032_g59-61,10026-17-2,59;61,"Reducing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,1,True,False,False,,6,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.34,0.4,0.37,0.22,True,0
62-76-0,SODIUM OXALATE,MERGE_REDUNDANT,"대표물질 10026-17-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((59, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC032_g59-61,10026-17-2,59;61,"Reducing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,6,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.54,0.5,0.42,0.27,False,2
6487-48-5,POTASSIUM OXALATE MONOHYDRATE,MERGE_REDUNDANT,"대표물질 10026-17-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((59, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC032_g59-61,10026-17-2,59;61,"Reducing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,6,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.54,0.5,0.42,0.27,False,2
7681-11-0,POTASSIUM IODIDE,MERGE_REDUNDANT,"대표물질 10026-17-2(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((59, 61)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC032_g59-61,10026-17-2,59;61,"Reducing Agents, Weak;Salts, Basic",True,False,0,0,,,,NO_DATA,2,True,True,False,,6,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.54,0.5,0.42,0.27,False,2
1341-49-7,"AMMONIUM BIFLUORIDE, SOLID",MERGE_REDUNDANT,"대표물질 1333-83-1(PHASE3_KEEP_EMPIRICAL)과 동일 그룹조합((29, 60, 68)) — 매트릭스 기반 coverage는 대표물질이 전담 가능. 단, 개별 §2·3·9 실측값(물성 등)은 물질마다 달라 완전한 정보손실은 아님(사람 검토 시 고려)",MC033_g29-60-68,1333-83-1,29;60;68,"Fluoride Salts, Soluble;Salts, Acidic;Water and Aqueous Solutions",True,False,0,0,,,,NO_DATA,2,True,True,False,,3,True,NOT_CHECKED,REVIEW,gold_pair.jsonl에 이 물질 관련 질의가 전혀 없어 retrieval 근거 자체가 없음(불확실 — 강제판정 안 함),0.57,0.545,0.45,0.3,False,2
