cas,chemical_name,true_cameo_groups,original_selection_status,phase6_status,review134_status,final_decision,dependency_class,dependency_reason
151-50-8,POTASSIUM CYANIDE,19;24;68,REVIEW,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 143-33-9로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=0.5)
15245-44-0,"LEAD STYPHNATE, [WETTED WITH &gt;= 20 % WATER OR MIXTURE OF ALCOHOL AND WATER]",46;54;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
15825-70-4,"MANITOL HEXANITRATE, [WET WITH &gt;= 40 % WATER OR MIXTURE OF ALCOHOL AND WATER]",46;68,DUPLICATE,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
16721-80-5,"SODIUM HYDROSULFIDE, SOLID, WITH LESS THAN 25% WATER OF CRYSTALLIZATION",19;63;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
16940-81-1,HEXAFLUOROPHOSPHORIC ACID,3;29;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
16961-83-4,FLUOROSILICIC ACID,3;29;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 16940-81-1로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
1854-26-8,DIMETHYLOLDIHYDROXYETHYLENEUREA,8;12;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
18810-58-7,"BARIUM AZIDE, WETTED WITH NOT LESS THAN 50% WATER",17;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
1918-00-9,DICAMBA,2;16;28;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
21351-79-1,CESIUM HYDROXIDE,18;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 1310-58-3로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
2217-06-3,"DIPICRYL SULFIDE, WETTED WITH NOT LESS THAN 10% WATER",46;64;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
22397-33-7,"3,3,6,6,9,9-HEXAMETHYL-1,2,4,5-TETRAOXACYCLONONANE",53;68,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,C_redundant,"대표물질 110-22-5로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)"
2492-26-4,SODIUM 2-MERCAPTOBENZOTHIAZOL SOLUTION,17;64;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
25167-32-2,DODECYL DIPHENYL ETHER DISULFONATE SOLUTION,28;61;66;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
25550-58-7,"DINITROPHENOL, SOLUTION",46;55;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
2691-41-0,"CYCLOTETRAMETHYLENE TETRANITRAMINE, [WET WITH &gt;= 10% WATER]",17;46;68,DUPLICATE,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
298-12-4,GLYOXYLIC ACID (50% OR LESS),2;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
3025-88-5,"2,5-DIMETHYL-2,5-DIHYDROPEROXY HEXANE, NOT MORE THAN 82% WITH WATER",53;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 110-22-5로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
38465-60-0,COPPER FLUOROBORATE,47;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 13814-96-5로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=0.5)
50-00-0,FORMALDEHYDE,9;56;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
50-99-7,DEXTROSE SOLUTION,8;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
545-55-1,TRIS(1-AZIRIDINYL) PHOSPHINE OXIDE,26;27;56;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
556-88-7,"NITROGUANIDINE, WETTED WITH NOT LESS THAN 20% WATER",14;17;46;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
57-12-5,"CYANIDE SOLUTION, N.O.S.",24;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
628-86-4,"MERCURY FULMINATE, [WET]",24;68,DUPLICATE,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
63868-82-6,ZIRCONIUM PICRAMATE,13;46;54;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
6484-52-2,AMMONIUM NITRATE,12;19;43;60;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
65-30-5,"NICOTINE SULFATE, SOLID",60;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,"대표물질 13826-88-5로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=0.6666666666666666)"
7446-70-0,"ALUMINUM CHLORIDE, ANHYDROUS",3;32;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
76-03-9,TRICHLOROACETIC ACID,2;31;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
7631-90-5,SODIUM BISULFITE,65;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 13774-25-9로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=0.6666666666666666)
7632-00-0,SODIUM NITRITE,43;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
7646-85-7,"ZINC CHLORIDE, ANHYDROUS",3;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
7681-38-1,"SODIUM BISULFATE, SOLID",60;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 13826-88-5로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
7681-49-4,SODIUM FLUORIDE,61;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
7773-03-7,POTASSIUM BISULFITE SOLUTION,65;68,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 13774-25-9로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
7783-18-8,AMMONIUM THIOSULFATE,60;65;68,REVIEW,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 10192-30-0로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
7784-30-7,"ALUMINUM PHOSPHATE, SOLUTION",60;68,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,B_representative_substitutable,대표물질 13826-88-5로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)
7784-46-5,"SODIUM ARSENITE, AQUEOUS SOLUTION",61;68,DUPLICATE,REVIEW,REVIEW_NOT_TESTED,REVIEW,C_redundant,"대표물질 7681-49-4로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_NOT_TESTED(hit_rate=)"
7788-97-8,"CHROMIC FLUORIDE, SOLID",61;68,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,B_representative_substitutable,대표물질 7681-49-4로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)
7789-29-9,POTASSIUM BIFLUORIDE,29;60;68,DUPLICATE,REVIEW,REVIEW_SUPPORTED,KEEP_RETRIEVAL_DIAGNOSTIC,A_unique_dependency,대표물질 1333-83-1로 매트릭스상 대체 가능 | PHASE7 재평가: REVIEW_SUPPORTED(hit_rate=1.0)
78-11-5,PENTAERYTHRITE TETRANITRATE,46;68,DUPLICATE,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
78-18-2,1-HYDROXY-1&#39;-HYDROPEROXY DICYCLOHEXYL PEROXIDE,1;8;53;68,DUPLICATE,RETAIN_COVERAGE,,KEEP_COVERAGE,A_unique_dependency,curriculum/coverage 근거 — 대체 불가
79-06-1,ACRYLAMIDE,6;12;56;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
79-08-3,BROMOACETIC ACID,2;31;68,DUPLICATE,REVIEW,REVIEW_UNSUPPORTED,REVIEW,C_redundant,"대표물질 76-03-9로 대체, §10 실질근거 없음 | PHASE7 재평가: REVIEW_UNSUPPORTED(hit_rate=0.0)"
82-71-3,TRINITRORESORCINOL,46;55;68,DUPLICATE,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
831-52-7,SODIUM PICRAMATE,13;46;54;68,DUPLICATE,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
88-89-1,"PICRIC ACID, WETTED WITH NOT LESS THAN 30% WATER BY MASS",46;55;68,DUPLICATE,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
924-42-5,N-METHYLOLACRYLAMIDE,6;8;12;56;68,REVIEW,,,KEEP_EMPIRICAL,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
96-91-3,"2-AMINO-4,6-DINITROPHENOL",13;46;55;68,REVIEW,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
99-35-4,"TRINITROBENZENE, WETTED WITH NOT LESS THAN 30% WATER",46;68,DUPLICATE,,,REVIEW,D_not_observed,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입
