query_id,cas_a,cas_b,gold_chunk,gold_chunk_cas,rank_426,in_259_valid
pair::101-80-4::12057-74-8::t3,101-80-4,12057-74-8,sec::101-80-4::10,101-80-4,3,True
pair::101-80-4::12057-74-8::t3,101-80-4,12057-74-8,sec::101-80-4::2,101-80-4,10,True
pair::101-80-4::12057-74-8::t3,101-80-4,12057-74-8,sec::12057-74-8::10,12057-74-8,2,True
pair::101-80-4::12057-74-8::t3,101-80-4,12057-74-8,sec::12057-74-8::2,12057-74-8,5,True
pair::101-80-4::12057-74-8::t4,101-80-4,12057-74-8,sec::101-80-4::10,101-80-4,6,True
pair::101-80-4::12057-74-8::t4,101-80-4,12057-74-8,sec::101-80-4::2,101-80-4,7,True
pair::101-80-4::12057-74-8::t4,101-80-4,12057-74-8,sec::12057-74-8::10,12057-74-8,8,True
pair::101-80-4::12057-74-8::t4,101-80-4,12057-74-8,sec::12057-74-8::2,12057-74-8,1,True
pair::115-86-6::7786-81-4::t0,115-86-6,7786-81-4,sec::115-86-6::10,115-86-6,1,True
pair::115-86-6::7786-81-4::t0,115-86-6,7786-81-4,sec::115-86-6::2,115-86-6,3,True
pair::115-86-6::7786-81-4::t0,115-86-6,7786-81-4,sec::7786-81-4::10,7786-81-4,2,True
pair::115-86-6::7786-81-4::t0,115-86-6,7786-81-4,sec::7786-81-4::2::p1,7786-81-4,19,True
pair::115-86-6::7786-81-4::t0,115-86-6,7786-81-4,sec::7786-81-4::2::p2,7786-81-4,,True
pair::115-86-6::7786-81-4::t1,115-86-6,7786-81-4,sec::115-86-6::10,115-86-6,1,True
pair::115-86-6::7786-81-4::t1,115-86-6,7786-81-4,sec::115-86-6::2,115-86-6,3,True
pair::115-86-6::7786-81-4::t1,115-86-6,7786-81-4,sec::7786-81-4::10,7786-81-4,2,True
pair::115-86-6::7786-81-4::t1,115-86-6,7786-81-4,sec::7786-81-4::2::p1,7786-81-4,4,True
pair::115-86-6::7786-81-4::t1,115-86-6,7786-81-4,sec::7786-81-4::2::p2,7786-81-4,,True
pair::115-86-6::7786-81-4::t2,115-86-6,7786-81-4,sec::115-86-6::10,115-86-6,1,True
pair::115-86-6::7786-81-4::t2,115-86-6,7786-81-4,sec::115-86-6::2,115-86-6,3,True
pair::115-86-6::7786-81-4::t2,115-86-6,7786-81-4,sec::7786-81-4::10,7786-81-4,2,True
pair::115-86-6::7786-81-4::t2,115-86-6,7786-81-4,sec::7786-81-4::2::p1,7786-81-4,4,True
pair::115-86-6::7786-81-4::t2,115-86-6,7786-81-4,sec::7786-81-4::2::p2,7786-81-4,,True
pair::115-86-6::7786-81-4::t3,115-86-6,7786-81-4,sec::115-86-6::10,115-86-6,1,True
pair::115-86-6::7786-81-4::t3,115-86-6,7786-81-4,sec::115-86-6::2,115-86-6,5,True
pair::115-86-6::7786-81-4::t3,115-86-6,7786-81-4,sec::7786-81-4::10,7786-81-4,2,True
pair::115-86-6::7786-81-4::t3,115-86-6,7786-81-4,sec::7786-81-4::2::p1,7786-81-4,3,True
pair::115-86-6::7786-81-4::t3,115-86-6,7786-81-4,sec::7786-81-4::2::p2,7786-81-4,,True
pair::115-86-6::7786-81-4::t4,115-86-6,7786-81-4,sec::115-86-6::10,115-86-6,2,True
pair::115-86-6::7786-81-4::t4,115-86-6,7786-81-4,sec::115-86-6::2,115-86-6,1,True
pair::115-86-6::7786-81-4::t4,115-86-6,7786-81-4,sec::7786-81-4::10,7786-81-4,3,True
pair::115-86-6::7786-81-4::t4,115-86-6,7786-81-4,sec::7786-81-4::2::p1,7786-81-4,4,True
pair::115-86-6::7786-81-4::t4,115-86-6,7786-81-4,sec::7786-81-4::2::p2,7786-81-4,,True
pair::100-02-7::109-59-1::t0,100-02-7,109-59-1,sec::100-02-7::10,100-02-7,1,True
pair::100-02-7::109-59-1::t0,100-02-7,109-59-1,sec::100-02-7::2::p1,100-02-7,16,True
pair::100-02-7::109-59-1::t0,100-02-7,109-59-1,sec::100-02-7::2::p2,100-02-7,,True
pair::100-02-7::109-59-1::t0,100-02-7,109-59-1,sec::109-59-1::10,109-59-1,2,True
pair::100-02-7::109-59-1::t0,100-02-7,109-59-1,sec::109-59-1::2,109-59-1,10,True
pair::100-02-7::109-59-1::t1,100-02-7,109-59-1,sec::100-02-7::10,100-02-7,8,True
pair::100-02-7::109-59-1::t1,100-02-7,109-59-1,sec::100-02-7::2::p1,100-02-7,,True
pair::100-02-7::109-59-1::t1,100-02-7,109-59-1,sec::100-02-7::2::p2,100-02-7,,True
pair::100-02-7::109-59-1::t1,100-02-7,109-59-1,sec::109-59-1::10,109-59-1,2,True
pair::100-02-7::109-59-1::t1,100-02-7,109-59-1,sec::109-59-1::2,109-59-1,1,True
pair::100-02-7::109-59-1::t2,100-02-7,109-59-1,sec::100-02-7::10,100-02-7,1,True
pair::100-02-7::109-59-1::t2,100-02-7,109-59-1,sec::100-02-7::2::p1,100-02-7,3,True
pair::100-02-7::109-59-1::t2,100-02-7,109-59-1,sec::100-02-7::2::p2,100-02-7,,True
pair::100-02-7::109-59-1::t2,100-02-7,109-59-1,sec::109-59-1::10,109-59-1,11,True
pair::100-02-7::109-59-1::t2,100-02-7,109-59-1,sec::109-59-1::2,109-59-1,5,True
pair::100-02-7::109-59-1::t3,100-02-7,109-59-1,sec::100-02-7::10,100-02-7,3,True
pair::100-02-7::109-59-1::t3,100-02-7,109-59-1,sec::100-02-7::2::p1,100-02-7,6,True
pair::100-02-7::109-59-1::t3,100-02-7,109-59-1,sec::100-02-7::2::p2,100-02-7,,True
pair::100-02-7::109-59-1::t3,100-02-7,109-59-1,sec::109-59-1::10,109-59-1,1,True
pair::100-02-7::109-59-1::t3,100-02-7,109-59-1,sec::109-59-1::2,109-59-1,12,True
pair::100-02-7::109-59-1::t4,100-02-7,109-59-1,sec::100-02-7::10,100-02-7,6,True
pair::100-02-7::109-59-1::t4,100-02-7,109-59-1,sec::100-02-7::2::p1,100-02-7,,True
pair::100-02-7::109-59-1::t4,100-02-7,109-59-1,sec::100-02-7::2::p2,100-02-7,,True
pair::100-02-7::109-59-1::t4,100-02-7,109-59-1,sec::109-59-1::10,109-59-1,5,True
pair::100-02-7::109-59-1::t4,100-02-7,109-59-1,sec::109-59-1::2,109-59-1,1,True
pair::10043-01-3::117-39-5::t0,10043-01-3,117-39-5,sec::10043-01-3::10,10043-01-3,2,True
pair::10043-01-3::117-39-5::t0,10043-01-3,117-39-5,sec::10043-01-3::2,10043-01-3,8,True
pair::10043-01-3::117-39-5::t0,10043-01-3,117-39-5,sec::117-39-5::10,117-39-5,1,True
pair::10043-01-3::117-39-5::t0,10043-01-3,117-39-5,sec::117-39-5::2,117-39-5,3,True
pair::10043-01-3::117-39-5::t1,10043-01-3,117-39-5,sec::10043-01-3::10,10043-01-3,2,True
pair::10043-01-3::117-39-5::t1,10043-01-3,117-39-5,sec::10043-01-3::2,10043-01-3,4,True
pair::10043-01-3::117-39-5::t1,10043-01-3,117-39-5,sec::117-39-5::10,117-39-5,1,True
pair::10043-01-3::117-39-5::t1,10043-01-3,117-39-5,sec::117-39-5::2,117-39-5,3,True
pair::10043-01-3::117-39-5::t2,10043-01-3,117-39-5,sec::10043-01-3::10,10043-01-3,4,True
pair::10043-01-3::117-39-5::t2,10043-01-3,117-39-5,sec::10043-01-3::2,10043-01-3,3,True
pair::10043-01-3::117-39-5::t2,10043-01-3,117-39-5,sec::117-39-5::10,117-39-5,1,True
pair::10043-01-3::117-39-5::t2,10043-01-3,117-39-5,sec::117-39-5::2,117-39-5,2,True
pair::10043-01-3::117-39-5::t3,10043-01-3,117-39-5,sec::10043-01-3::10,10043-01-3,2,True
pair::10043-01-3::117-39-5::t3,10043-01-3,117-39-5,sec::10043-01-3::2,10043-01-3,,True
pair::10043-01-3::117-39-5::t3,10043-01-3,117-39-5,sec::117-39-5::10,117-39-5,1,True
pair::10043-01-3::117-39-5::t3,10043-01-3,117-39-5,sec::117-39-5::2,117-39-5,3,True
pair::10043-01-3::117-39-5::t4,10043-01-3,117-39-5,sec::10043-01-3::10,10043-01-3,4,True
pair::10043-01-3::117-39-5::t4,10043-01-3,117-39-5,sec::10043-01-3::2,10043-01-3,2,True
pair::10043-01-3::117-39-5::t4,10043-01-3,117-39-5,sec::117-39-5::10,117-39-5,1,True
pair::10043-01-3::117-39-5::t4,10043-01-3,117-39-5,sec::117-39-5::2,117-39-5,3,True
pair::10025-73-7::10112-91-1::t0,10025-73-7,10112-91-1,sec::10025-73-7::10,10025-73-7,2,True
pair::10025-73-7::10112-91-1::t0,10025-73-7,10112-91-1,sec::10025-73-7::2,10025-73-7,7,True
pair::10025-73-7::10112-91-1::t0,10025-73-7,10112-91-1,sec::10112-91-1::10,10112-91-1,1,True
pair::10025-73-7::10112-91-1::t0,10025-73-7,10112-91-1,sec::10112-91-1::2,10112-91-1,3,True
pair::10025-73-7::10112-91-1::t1,10025-73-7,10112-91-1,sec::10025-73-7::10,10025-73-7,3,True
pair::10025-73-7::10112-91-1::t1,10025-73-7,10112-91-1,sec::10025-73-7::2,10025-73-7,4,True
pair::10025-73-7::10112-91-1::t1,10025-73-7,10112-91-1,sec::10112-91-1::10,10112-91-1,1,True
pair::10025-73-7::10112-91-1::t1,10025-73-7,10112-91-1,sec::10112-91-1::2,10112-91-1,2,True
pair::10025-73-7::10112-91-1::t2,10025-73-7,10112-91-1,sec::10025-73-7::10,10025-73-7,3,True
pair::10025-73-7::10112-91-1::t2,10025-73-7,10112-91-1,sec::10025-73-7::2,10025-73-7,4,True
pair::10025-73-7::10112-91-1::t2,10025-73-7,10112-91-1,sec::10112-91-1::10,10112-91-1,1,True
pair::10025-73-7::10112-91-1::t2,10025-73-7,10112-91-1,sec::10112-91-1::2,10112-91-1,2,True
pair::10025-73-7::10112-91-1::t3,10025-73-7,10112-91-1,sec::10025-73-7::10,10025-73-7,2,True
pair::10025-73-7::10112-91-1::t3,10025-73-7,10112-91-1,sec::10025-73-7::2,10025-73-7,8,True
pair::10025-73-7::10112-91-1::t3,10025-73-7,10112-91-1,sec::10112-91-1::10,10112-91-1,1,True
pair::10025-73-7::10112-91-1::t3,10025-73-7,10112-91-1,sec::10112-91-1::2,10112-91-1,6,True
pair::10025-73-7::10112-91-1::t4,10025-73-7,10112-91-1,sec::10025-73-7::10,10025-73-7,3,True
pair::10025-73-7::10112-91-1::t4,10025-73-7,10112-91-1,sec::10025-73-7::2,10025-73-7,5,True
pair::10025-73-7::10112-91-1::t4,10025-73-7,10112-91-1,sec::10112-91-1::10,10112-91-1,1,True
pair::10025-73-7::10112-91-1::t4,10025-73-7,10112-91-1,sec::10112-91-1::2,10112-91-1,2,True
pair::101-27-9::103-75-3::t0,101-27-9,103-75-3,sec::101-27-9::10,101-27-9,2,True
pair::101-27-9::103-75-3::t0,101-27-9,103-75-3,sec::101-27-9::2,101-27-9,7,True
pair::101-27-9::103-75-3::t0,101-27-9,103-75-3,sec::103-75-3::10,103-75-3,1,True
pair::101-27-9::103-75-3::t0,101-27-9,103-75-3,sec::103-75-3::2,103-75-3,9,True
pair::101-27-9::103-75-3::t1,101-27-9,103-75-3,sec::101-27-9::10,101-27-9,4,True
pair::101-27-9::103-75-3::t1,101-27-9,103-75-3,sec::101-27-9::2,101-27-9,2,True
pair::101-27-9::103-75-3::t1,101-27-9,103-75-3,sec::103-75-3::10,103-75-3,1,True
pair::101-27-9::103-75-3::t1,101-27-9,103-75-3,sec::103-75-3::2,103-75-3,3,True
pair::101-27-9::103-75-3::t2,101-27-9,103-75-3,sec::101-27-9::10,101-27-9,2,True
pair::101-27-9::103-75-3::t2,101-27-9,103-75-3,sec::101-27-9::2,101-27-9,1,True
pair::101-27-9::103-75-3::t2,101-27-9,103-75-3,sec::103-75-3::10,103-75-3,3,True
pair::101-27-9::103-75-3::t2,101-27-9,103-75-3,sec::103-75-3::2,103-75-3,5,True
pair::101-27-9::103-75-3::t3,101-27-9,103-75-3,sec::101-27-9::10,101-27-9,2,True
pair::101-27-9::103-75-3::t3,101-27-9,103-75-3,sec::101-27-9::2,101-27-9,3,True
pair::101-27-9::103-75-3::t3,101-27-9,103-75-3,sec::103-75-3::10,103-75-3,1,True
pair::101-27-9::103-75-3::t3,101-27-9,103-75-3,sec::103-75-3::2,103-75-3,5,True
pair::101-27-9::103-75-3::t4,101-27-9,103-75-3,sec::101-27-9::10,101-27-9,4,True
pair::101-27-9::103-75-3::t4,101-27-9,103-75-3,sec::101-27-9::2,101-27-9,3,True
pair::101-27-9::103-75-3::t4,101-27-9,103-75-3,sec::103-75-3::10,103-75-3,1,True
pair::101-27-9::103-75-3::t4,101-27-9,103-75-3,sec::103-75-3::2,103-75-3,2,True
pair::100-51-6::105-79-3::t0,100-51-6,105-79-3,sec::100-51-6::10,100-51-6,3,True
pair::100-51-6::105-79-3::t0,100-51-6,105-79-3,sec::100-51-6::2,100-51-6,6,True
pair::100-51-6::105-79-3::t0,100-51-6,105-79-3,sec::105-79-3::10,105-79-3,1,True
pair::100-51-6::105-79-3::t0,100-51-6,105-79-3,sec::105-79-3::2,105-79-3,2,True
pair::100-51-6::105-79-3::t1,100-51-6,105-79-3,sec::100-51-6::10,100-51-6,7,True
pair::100-51-6::105-79-3::t1,100-51-6,105-79-3,sec::100-51-6::2,100-51-6,6,True
pair::100-51-6::105-79-3::t1,100-51-6,105-79-3,sec::105-79-3::10,105-79-3,1,True
pair::100-51-6::105-79-3::t1,100-51-6,105-79-3,sec::105-79-3::2,105-79-3,2,True
pair::100-51-6::105-79-3::t2,100-51-6,105-79-3,sec::100-51-6::10,100-51-6,6,True
pair::100-51-6::105-79-3::t2,100-51-6,105-79-3,sec::100-51-6::2,100-51-6,5,True
pair::100-51-6::105-79-3::t2,100-51-6,105-79-3,sec::105-79-3::10,105-79-3,2,True
pair::100-51-6::105-79-3::t2,100-51-6,105-79-3,sec::105-79-3::2,105-79-3,1,True
pair::100-51-6::105-79-3::t3,100-51-6,105-79-3,sec::100-51-6::10,100-51-6,6,True
pair::100-51-6::105-79-3::t3,100-51-6,105-79-3,sec::100-51-6::2,100-51-6,5,True
pair::100-51-6::105-79-3::t3,100-51-6,105-79-3,sec::105-79-3::10,105-79-3,1,True
pair::100-51-6::105-79-3::t3,100-51-6,105-79-3,sec::105-79-3::2,105-79-3,2,True
pair::100-51-6::105-79-3::t4,100-51-6,105-79-3,sec::100-51-6::10,100-51-6,6,True
pair::100-51-6::105-79-3::t4,100-51-6,105-79-3,sec::100-51-6::2,100-51-6,5,True
pair::100-51-6::105-79-3::t4,100-51-6,105-79-3,sec::105-79-3::10,105-79-3,2,True
pair::100-51-6::105-79-3::t4,100-51-6,105-79-3,sec::105-79-3::2,105-79-3,1,True
pair::107-04-0::112-95-8::t0,107-04-0,112-95-8,sec::107-04-0::10,107-04-0,1,True
pair::107-04-0::112-95-8::t0,107-04-0,112-95-8,sec::107-04-0::2,107-04-0,2,True
pair::107-04-0::112-95-8::t0,107-04-0,112-95-8,sec::112-95-8::10,112-95-8,3,True
pair::107-04-0::112-95-8::t0,107-04-0,112-95-8,sec::112-95-8::2,112-95-8,4,True
pair::107-04-0::112-95-8::t1,107-04-0,112-95-8,sec::107-04-0::10,107-04-0,2,True
pair::107-04-0::112-95-8::t1,107-04-0,112-95-8,sec::107-04-0::2,107-04-0,1,True
pair::107-04-0::112-95-8::t1,107-04-0,112-95-8,sec::112-95-8::10,112-95-8,7,True
pair::107-04-0::112-95-8::t1,107-04-0,112-95-8,sec::112-95-8::2,112-95-8,5,True
pair::107-04-0::112-95-8::t2,107-04-0,112-95-8,sec::107-04-0::10,107-04-0,1,True
pair::107-04-0::112-95-8::t2,107-04-0,112-95-8,sec::107-04-0::2,107-04-0,2,True
pair::107-04-0::112-95-8::t2,107-04-0,112-95-8,sec::112-95-8::10,112-95-8,6,True
pair::107-04-0::112-95-8::t2,107-04-0,112-95-8,sec::112-95-8::2,112-95-8,5,True
pair::107-04-0::112-95-8::t3,107-04-0,112-95-8,sec::107-04-0::10,107-04-0,1,True
pair::107-04-0::112-95-8::t3,107-04-0,112-95-8,sec::107-04-0::2,107-04-0,4,True
pair::107-04-0::112-95-8::t3,107-04-0,112-95-8,sec::112-95-8::10,112-95-8,6,True
pair::107-04-0::112-95-8::t3,107-04-0,112-95-8,sec::112-95-8::2,112-95-8,7,True
pair::107-04-0::112-95-8::t4,107-04-0,112-95-8,sec::107-04-0::10,107-04-0,2,True
pair::107-04-0::112-95-8::t4,107-04-0,112-95-8,sec::107-04-0::2,107-04-0,1,True
pair::107-04-0::112-95-8::t4,107-04-0,112-95-8,sec::112-95-8::10,112-95-8,7,True
pair::107-04-0::112-95-8::t4,107-04-0,112-95-8,sec::112-95-8::2,112-95-8,3,True
pair::101-21-3::7772-98-7::t0,101-21-3,7772-98-7,sec::101-21-3::10,101-21-3,3,True
pair::101-21-3::7772-98-7::t0,101-21-3,7772-98-7,sec::101-21-3::2::p1,101-21-3,13,True
pair::101-21-3::7772-98-7::t0,101-21-3,7772-98-7,sec::101-21-3::2::p2,101-21-3,,True
pair::101-21-3::7772-98-7::t0,101-21-3,7772-98-7,sec::7772-98-7::10,7772-98-7,1,True
pair::101-21-3::7772-98-7::t0,101-21-3,7772-98-7,sec::7772-98-7::2,7772-98-7,2,True
pair::101-21-3::7772-98-7::t1,101-21-3,7772-98-7,sec::101-21-3::10,101-21-3,9,True
pair::101-21-3::7772-98-7::t1,101-21-3,7772-98-7,sec::101-21-3::2::p1,101-21-3,13,True
pair::101-21-3::7772-98-7::t1,101-21-3,7772-98-7,sec::101-21-3::2::p2,101-21-3,,True
pair::101-21-3::7772-98-7::t1,101-21-3,7772-98-7,sec::7772-98-7::10,7772-98-7,1,True
pair::101-21-3::7772-98-7::t1,101-21-3,7772-98-7,sec::7772-98-7::2,7772-98-7,2,True
pair::101-21-3::7772-98-7::t2,101-21-3,7772-98-7,sec::101-21-3::10,101-21-3,6,True
pair::101-21-3::7772-98-7::t2,101-21-3,7772-98-7,sec::101-21-3::2::p1,101-21-3,8,True
pair::101-21-3::7772-98-7::t2,101-21-3,7772-98-7,sec::101-21-3::2::p2,101-21-3,,True
pair::101-21-3::7772-98-7::t2,101-21-3,7772-98-7,sec::7772-98-7::10,7772-98-7,2,True
pair::101-21-3::7772-98-7::t2,101-21-3,7772-98-7,sec::7772-98-7::2,7772-98-7,1,True
pair::101-21-3::7772-98-7::t3,101-21-3,7772-98-7,sec::101-21-3::10,101-21-3,7,True
pair::101-21-3::7772-98-7::t3,101-21-3,7772-98-7,sec::101-21-3::2::p1,101-21-3,10,True
pair::101-21-3::7772-98-7::t3,101-21-3,7772-98-7,sec::101-21-3::2::p2,101-21-3,,True
pair::101-21-3::7772-98-7::t3,101-21-3,7772-98-7,sec::7772-98-7::10,7772-98-7,1,True
pair::101-21-3::7772-98-7::t3,101-21-3,7772-98-7,sec::7772-98-7::2,7772-98-7,2,True
pair::101-21-3::7772-98-7::t4,101-21-3,7772-98-7,sec::101-21-3::10,101-21-3,10,True
pair::101-21-3::7772-98-7::t4,101-21-3,7772-98-7,sec::101-21-3::2::p1,101-21-3,15,True
pair::101-21-3::7772-98-7::t4,101-21-3,7772-98-7,sec::101-21-3::2::p2,101-21-3,,True
pair::101-21-3::7772-98-7::t4,101-21-3,7772-98-7,sec::7772-98-7::10,7772-98-7,2,True
pair::101-21-3::7772-98-7::t4,101-21-3,7772-98-7,sec::7772-98-7::2,7772-98-7,1,True
pair::112-95-8::12057-74-8::t0,112-95-8,12057-74-8,sec::112-95-8::10,112-95-8,3,True
pair::112-95-8::12057-74-8::t0,112-95-8,12057-74-8,sec::112-95-8::2,112-95-8,20,True
pair::112-95-8::12057-74-8::t0,112-95-8,12057-74-8,sec::12057-74-8::10,12057-74-8,2,True
pair::112-95-8::12057-74-8::t0,112-95-8,12057-74-8,sec::12057-74-8::2,12057-74-8,1,True
pair::112-95-8::12057-74-8::t1,112-95-8,12057-74-8,sec::112-95-8::10,112-95-8,6,True
pair::112-95-8::12057-74-8::t1,112-95-8,12057-74-8,sec::112-95-8::2,112-95-8,16,True
pair::112-95-8::12057-74-8::t1,112-95-8,12057-74-8,sec::12057-74-8::10,12057-74-8,2,True
pair::112-95-8::12057-74-8::t1,112-95-8,12057-74-8,sec::12057-74-8::2,12057-74-8,1,True
pair::112-95-8::12057-74-8::t2,112-95-8,12057-74-8,sec::112-95-8::10,112-95-8,8,True
pair::112-95-8::12057-74-8::t2,112-95-8,12057-74-8,sec::112-95-8::2,112-95-8,,True
pair::112-95-8::12057-74-8::t2,112-95-8,12057-74-8,sec::12057-74-8::10,12057-74-8,1,True
pair::112-95-8::12057-74-8::t2,112-95-8,12057-74-8,sec::12057-74-8::2,12057-74-8,2,True
pair::112-95-8::12057-74-8::t3,112-95-8,12057-74-8,sec::112-95-8::10,112-95-8,4,True
pair::112-95-8::12057-74-8::t3,112-95-8,12057-74-8,sec::112-95-8::2,112-95-8,,True
pair::112-95-8::12057-74-8::t3,112-95-8,12057-74-8,sec::12057-74-8::10,12057-74-8,1,True
pair::112-95-8::12057-74-8::t3,112-95-8,12057-74-8,sec::12057-74-8::2,12057-74-8,2,True
pair::112-95-8::12057-74-8::t4,112-95-8,12057-74-8,sec::112-95-8::10,112-95-8,6,True
pair::112-95-8::12057-74-8::t4,112-95-8,12057-74-8,sec::112-95-8::2,112-95-8,,True
pair::112-95-8::12057-74-8::t4,112-95-8,12057-74-8,sec::12057-74-8::10,12057-74-8,2,True
pair::112-95-8::12057-74-8::t4,112-95-8,12057-74-8,sec::12057-74-8::2,12057-74-8,1,True
pair::104-72-3::67-64-1::t0,104-72-3,67-64-1,sec::104-72-3::10,104-72-3,1,True
pair::104-72-3::67-64-1::t0,104-72-3,67-64-1,sec::104-72-3::2,104-72-3,5,True
pair::104-72-3::67-64-1::t0,104-72-3,67-64-1,sec::67-64-1::10,67-64-1,2,True
pair::104-72-3::67-64-1::t0,104-72-3,67-64-1,sec::67-64-1::2,67-64-1,,True
pair::104-72-3::67-64-1::t1,104-72-3,67-64-1,sec::104-72-3::10,104-72-3,9,True
pair::104-72-3::67-64-1::t1,104-72-3,67-64-1,sec::104-72-3::2,104-72-3,2,True
pair::104-72-3::67-64-1::t1,104-72-3,67-64-1,sec::67-64-1::10,67-64-1,3,True
pair::104-72-3::67-64-1::t1,104-72-3,67-64-1,sec::67-64-1::2,67-64-1,1,True
pair::104-72-3::67-64-1::t2,104-72-3,67-64-1,sec::104-72-3::10,104-72-3,11,True
pair::104-72-3::67-64-1::t2,104-72-3,67-64-1,sec::104-72-3::2,104-72-3,1,True
pair::104-72-3::67-64-1::t2,104-72-3,67-64-1,sec::67-64-1::10,67-64-1,,True
pair::104-72-3::67-64-1::t2,104-72-3,67-64-1,sec::67-64-1::2,67-64-1,17,True
pair::104-72-3::67-64-1::t3,104-72-3,67-64-1,sec::104-72-3::10,104-72-3,2,True
pair::104-72-3::67-64-1::t3,104-72-3,67-64-1,sec::104-72-3::2,104-72-3,13,True
pair::104-72-3::67-64-1::t3,104-72-3,67-64-1,sec::67-64-1::10,67-64-1,1,True
pair::104-72-3::67-64-1::t3,104-72-3,67-64-1,sec::67-64-1::2,67-64-1,,True
pair::104-72-3::67-64-1::t4,104-72-3,67-64-1,sec::104-72-3::10,104-72-3,2,True
pair::104-72-3::67-64-1::t4,104-72-3,67-64-1,sec::104-72-3::2,104-72-3,5,True
pair::104-72-3::67-64-1::t4,104-72-3,67-64-1,sec::67-64-1::10,67-64-1,6,True
pair::104-72-3::67-64-1::t4,104-72-3,67-64-1,sec::67-64-1::2,67-64-1,1,True
pair::1066-33-7::1191-80-6::t0,1066-33-7,1191-80-6,sec::1066-33-7::10,1066-33-7,1,True
pair::1066-33-7::1191-80-6::t0,1066-33-7,1191-80-6,sec::1066-33-7::2,1066-33-7,3,True
pair::1066-33-7::1191-80-6::t0,1066-33-7,1191-80-6,sec::1191-80-6::10,1191-80-6,2,True
pair::1066-33-7::1191-80-6::t0,1066-33-7,1191-80-6,sec::1191-80-6::2,1191-80-6,9,True
pair::1066-33-7::1191-80-6::t1,1066-33-7,1191-80-6,sec::1066-33-7::10,1066-33-7,1,True
pair::1066-33-7::1191-80-6::t1,1066-33-7,1191-80-6,sec::1066-33-7::2,1066-33-7,3,True
pair::1066-33-7::1191-80-6::t1,1066-33-7,1191-80-6,sec::1191-80-6::10,1191-80-6,2,True
pair::1066-33-7::1191-80-6::t1,1066-33-7,1191-80-6,sec::1191-80-6::2,1191-80-6,5,True
pair::1066-33-7::1191-80-6::t2,1066-33-7,1191-80-6,sec::1066-33-7::10,1066-33-7,2,True
pair::1066-33-7::1191-80-6::t2,1066-33-7,1191-80-6,sec::1066-33-7::2,1066-33-7,1,True
pair::1066-33-7::1191-80-6::t2,1066-33-7,1191-80-6,sec::1191-80-6::10,1191-80-6,3,True
pair::1066-33-7::1191-80-6::t2,1066-33-7,1191-80-6,sec::1191-80-6::2,1191-80-6,10,True
pair::1066-33-7::1191-80-6::t3,1066-33-7,1191-80-6,sec::1066-33-7::10,1066-33-7,1,True
pair::1066-33-7::1191-80-6::t3,1066-33-7,1191-80-6,sec::1066-33-7::2,1066-33-7,4,True
pair::1066-33-7::1191-80-6::t3,1066-33-7,1191-80-6,sec::1191-80-6::10,1191-80-6,2,True
pair::1066-33-7::1191-80-6::t3,1066-33-7,1191-80-6,sec::1191-80-6::2,1191-80-6,15,True
pair::1066-33-7::1191-80-6::t4,1066-33-7,1191-80-6,sec::1066-33-7::10,1066-33-7,1,True
pair::1066-33-7::1191-80-6::t4,1066-33-7,1191-80-6,sec::1066-33-7::2,1066-33-7,2,True
pair::1066-33-7::1191-80-6::t4,1066-33-7,1191-80-6,sec::1191-80-6::10,1191-80-6,3,True
pair::1066-33-7::1191-80-6::t4,1066-33-7,1191-80-6,sec::1191-80-6::2,1191-80-6,6,True
pair::100-51-6::13983-17-0::t0,100-51-6,13983-17-0,sec::100-51-6::10,100-51-6,2,True
pair::100-51-6::13983-17-0::t0,100-51-6,13983-17-0,sec::100-51-6::2,100-51-6,11,True
pair::100-51-6::13983-17-0::t0,100-51-6,13983-17-0,sec::13983-17-0::10,13983-17-0,1,True
pair::100-51-6::13983-17-0::t0,100-51-6,13983-17-0,sec::13983-17-0::2,13983-17-0,3,True
pair::100-51-6::13983-17-0::t1,100-51-6,13983-17-0,sec::100-51-6::10,100-51-6,5,True
pair::100-51-6::13983-17-0::t1,100-51-6,13983-17-0,sec::100-51-6::2,100-51-6,4,True
pair::100-51-6::13983-17-0::t1,100-51-6,13983-17-0,sec::13983-17-0::10,13983-17-0,1,True
pair::100-51-6::13983-17-0::t1,100-51-6,13983-17-0,sec::13983-17-0::2,13983-17-0,2,True
pair::100-51-6::13983-17-0::t2,100-51-6,13983-17-0,sec::100-51-6::10,100-51-6,6,True
pair::100-51-6::13983-17-0::t2,100-51-6,13983-17-0,sec::100-51-6::2,100-51-6,4,True
pair::100-51-6::13983-17-0::t2,100-51-6,13983-17-0,sec::13983-17-0::10,13983-17-0,2,True
pair::100-51-6::13983-17-0::t2,100-51-6,13983-17-0,sec::13983-17-0::2,13983-17-0,1,True
pair::100-51-6::13983-17-0::t3,100-51-6,13983-17-0,sec::100-51-6::10,100-51-6,5,True
pair::100-51-6::13983-17-0::t3,100-51-6,13983-17-0,sec::100-51-6::2,100-51-6,6,True
pair::100-51-6::13983-17-0::t3,100-51-6,13983-17-0,sec::13983-17-0::10,13983-17-0,1,True
pair::100-51-6::13983-17-0::t3,100-51-6,13983-17-0,sec::13983-17-0::2,13983-17-0,3,True
pair::100-51-6::13983-17-0::t4,100-51-6,13983-17-0,sec::100-51-6::10,100-51-6,7,True
