cas_number,chemical_name,wave,original_candidate_source,selection_source,selection_reason,selection_evidence,csv_assigned_group_id,true_cameo_groups,risk_relation,section10_categories,coverage_role,pubchem_verified,safety_flag,in_eval_testset,collection_status,selection_status
7778-39-4,"ARSENIC ACID, LIQUID",wave2,reaction_frequency_high,wave2_expansion,"실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer,water) 소속으로 무제한 편입",01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,51,5;51;68,oxidizer;water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7778-44-1,CALCIUM ARSENATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=13410-01-0(동일 true_cameo_groups=(51, 61) 조합 물질 9종 중 대표 1종 제외 나머지)",51,51;61,oxidizer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7784-37-4,MERCURIC ARSENATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=13410-01-0(동일 true_cameo_groups=(51, 61) 조합 물질 9종 중 대표 1종 제외 나머지)",51,51;61,oxidizer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7784-44-3,AMMONIUM ARSENATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=15699-18-0(동일 true_cameo_groups=(51, 60) 조합 물질 3종 중 대표 1종 제외 나머지)",51,51;60,oxidizer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7787-41-9,BARIUM SELENATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=13410-01-0(동일 true_cameo_groups=(51, 61) 조합 물질 9종 중 대표 1종 제외 나머지)",51,51;61,oxidizer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7790-59-2,POTASSIUM SELENATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=13410-01-0(동일 true_cameo_groups=(51, 61) 조합 물질 9종 중 대표 1종 제외 나머지)",51,51;61,oxidizer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7803-55-6,AMMONIUM METAVANADATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=oxidizer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=15699-18-0(동일 true_cameo_groups=(51, 60) 조합 물질 3종 중 대표 1종 제외 나머지)",51,51;60,oxidizer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
10049-05-5,CHROMOUS CHLORIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,58,reducer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
122-66-7,"1,2-DIPHENYLHYDRAZINE",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,14;17;35;58,reducer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
142868-93-7,"1,4-BIS(2-CHLOROETHYLTHIO)-N-BUTANE",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,31;58;64,reducer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
142868-94-8,"1,5-BIS(2-CHLOROETHYLTHIO)-N-PENTANE",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,31;58;64,reducer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
21651-19-4,TIN(II) OXIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10049-05-5(동일 true_cameo_groups=(58,) 조합 물질 3종 중 대표 1종 제외 나머지)",58,58,reducer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
2625-76-5,2-CHLOROETHYLCHLOROMETHYLSULFIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,31;58;64,reducer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
3563-36-8,SESQUIMUSTARD,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,31;58;64,reducer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
540-72-7,SODIUM THIOCYANATE,wave2,reaction_frequency_high,wave2_expansion,"실측 §10 위험관계 고빈도 그룹(위험관계=reducer,water) 소속으로 무제한 편입",01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,58;61;68,reducer;water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
5470-11-1,HYDROXYLAMINE HYDROCHLORIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,58;60,reducer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
592-85-8,MERCURY THIOCYANATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,58;61,reducer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
592-87-0,LEAD THIOCYANATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=592-85-8(동일 true_cameo_groups=(58, 61) 조합 물질 2종 중 대표 1종 제외 나머지)",58,58;61,reducer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
603-35-0,TRIPHENYL PHOSPHINE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,14;58,reducer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
6303-21-5,HYPOPHOSPHOROUS ACID,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,5;58,reducer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
63869-13-6,BIS(2-CHLOROETHYLTHIO)METHANE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,31;58;64,reducer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
63905-10-2,"1,3-BIS(2-CHLOROETHYLTHIO)-N-PROPANE",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,31;58;64,reducer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
63918-89-8,O-MUSTARD (T),wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,28;31;58;64,reducer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
63918-90-1,BIS(2-CHLOROETHYLTHIOMETHYL)ETHER,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,28;31;58;64,reducer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
7704-34-9,"SULFUR, MOLTEN",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=10049-05-5(동일 true_cameo_groups=(58,) 조합 물질 3종 중 대표 1종 제외 나머지)",58,58,reducer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7758-94-3,"FERROUS CHLORIDE, SOLID",wave2,reaction_frequency_high,wave2_expansion,"실측 §10 위험관계 고빈도 그룹(위험관계=reducer,water) 소속으로 무제한 편입",01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,58;68,reducer;water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7772-99-8,"STANNOUS CHLORIDE, SOLID",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=5470-11-1(동일 true_cameo_groups=(58, 60) 조합 물질 3종 중 대표 1종 제외 나머지)",58,58;60,reducer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7783-47-3,STANNOUS FLUORIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,29;58;60,reducer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7789-60-8,PHOSPHORUS TRIBROMIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,58,3;58,reducer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7803-65-8,AMMONIUM HYPOPHOSPHITE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=5470-11-1(동일 true_cameo_groups=(58, 60) 조합 물질 3종 중 대표 1종 제외 나머지)",58,58;60,reducer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
127-95-7,POTASSIUM HYDROGEN OXALATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,59,59;61,reducer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
1327-53-3,ARSENIC TRIOXIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,59,59;60,reducer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
140-08-9,TRIS(2-CHLOROETHYL)PHOSPHITE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,59,31;59;66,reducer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
15283-51-9,FERROUS FLUOROBORATE,wave2,reaction_frequency_high,wave2_expansion,"실측 §10 위험관계 고빈도 그룹(위험관계=reducer,water) 소속으로 무제한 편입",01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,59,59;68,reducer;water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
15715-41-0,DIETHYL METHYLPHOSPHONITE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,59,14;59,reducer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
1758-73-2,THIOUREA DIOXIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,59,5;12;59,reducer,water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
301-13-3,TRIS(2-ETHYLHEXYL) PHOSPHITE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,59,59;66,reducer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
516-03-0,FERROUS OXALATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=127-95-7(동일 true_cameo_groups=(59, 61) 조합 물질 5종 중 대표 1종 제외 나머지)",59,59;61,reducer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
591-08-2,1-ACETYL-2-THIOUREA,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,59,12;59;64,reducer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
62-76-0,SODIUM OXALATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=127-95-7(동일 true_cameo_groups=(59, 61) 조합 물질 5종 중 대표 1종 제외 나머지)",59,59;61,reducer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
6487-48-5,POTASSIUM OXALATE MONOHYDRATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=127-95-7(동일 true_cameo_groups=(59, 61) 조합 물질 5종 중 대표 1종 제외 나머지)",59,59;61,reducer,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7681-11-0,POTASSIUM IODIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=127-95-7(동일 true_cameo_groups=(59, 61) 조합 물질 5종 중 대표 1종 제외 나머지)",59,59;61,reducer,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7782-42-5,GRAPHITE (NATURAL),wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,59,33;59,reducer,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
824-11-3,TRIMETHYLOLPROPANE PHOSPHITE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,59,59;66,reducer,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
998-40-3,TRIBUTYLPHOSPHANE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=reducer) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,59,14;59,reducer,water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
108-95-2,"PHENOL SOLUTION, [AQUEOUS]",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,5;55;68,water,metal,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
110-22-5,"ACETYL PEROXIDE SOLUTION, [&lt;= 25% PEROXIDE]",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,53;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
117-80-6,DICHLONE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,16;38;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
118-96-7,"TNT, WETTED WITH NOT LESS THAN 30% WATER",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,46;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
1194-65-6,DICHLOBENIL,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,16;45;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
121-82-4,"CYCLOTRIMETHYLENE TRINITRAMINE, [DESENSITIZED]",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,17;46;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
12262-58-7,"CYCLOHEXANONE PEROXIDE, NOT MORE THAN 72% IN SOLUTION",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,1;8;53;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
124-09-4,"HEXAMETHYLENEDIAMINE, SOLID",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,14;68,water,metal,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
128-03-0,POTASSIUM DIMETHYLDITHIOCARBAMATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,67;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
131-74-8,"AMMONIUM PICRATE, WETTED WITH NOT LESS THAN 10% WATER",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,46;54;60;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
1310-65-2,"LITHIUM HYDROXIDE, SOLUTION",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,18;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
1310-82-3,RUBIDIUM HYDROXIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=1310-65-2(동일 true_cameo_groups=(18, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",68,18;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
1312-73-8,"POTASSIUM SULFIDE, HYDRATED, WITH NOT LESS THAN 30% WATER OF CRYSTALLIZATION",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,63;68,water,water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
1341-49-7,"AMMONIUM BIFLUORIDE, SOLID",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,29;60;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
137-41-7,POTASSIUM N-METHYLDITHIOCARBAMATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=128-03-0(동일 true_cameo_groups=(67, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",68,67;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
137-42-8,"METAM SODIUM (COMPOUNDS, WEED, KILLING, LIQUID)",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=128-03-0(동일 true_cameo_groups=(67, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",68,67;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
13780-03-5,"CALCIUM HYDROGEN SULFITE, SOLUTION",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,65;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
13814-96-5,LEAD FLUOBORATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,47;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
13826-88-5,ZINC FLUOROBORATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,60;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
14311-93-4,ZIRCONIUM ACETATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,47;68,water,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
14486-19-2,CADMIUM FLUOROBORATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=13826-88-5(동일 true_cameo_groups=(60, 68) 조합 물질 5종 중 대표 1종 제외 나머지)",68,60;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
