cas,chemical_name,cameo_groups,wave,category,selection_reason,evidence_source,evidence_strength,decision,review_note
1643-20-5,DIMETHYLDODECYLAMINE-N-OXIDE,14;51,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
7631-89-2,SODIUM ARSENATE,51;61,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 10종과 역할 중복 가능: SODIUM ARSENATE HEPTAHYDRATE(10048-95-0); FERRIC ARSENATE(10102-49-5); SODIUM SELENATE(13410-01-0); SODIUM VANADATE(13718-26-8); POTASSIUM METAVANADATE(13769-43-2); CALCIUM SELENATE(14019-91-1); CALCIUM ARSENATE(7778-44-1); MERCURIC ARSENATE(7784-37-4); BARIUM SELENATE(7787-41-9); POTASSIUM SELENATE(7790-59-2)
7778-39-4,"ARSENIC ACID, LIQUID",5;51;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: oxidizer;water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7778-44-1,CALCIUM ARSENATE,51;61,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 10종과 역할 중복 가능: SODIUM ARSENATE HEPTAHYDRATE(10048-95-0); FERRIC ARSENATE(10102-49-5); SODIUM SELENATE(13410-01-0); SODIUM VANADATE(13718-26-8); POTASSIUM METAVANADATE(13769-43-2); CALCIUM SELENATE(14019-91-1); SODIUM ARSENATE(7631-89-2); MERCURIC ARSENATE(7784-37-4); BARIUM SELENATE(7787-41-9); POTASSIUM SELENATE(7790-59-2)
7784-37-4,MERCURIC ARSENATE,51;61,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 10종과 역할 중복 가능: SODIUM ARSENATE HEPTAHYDRATE(10048-95-0); FERRIC ARSENATE(10102-49-5); SODIUM SELENATE(13410-01-0); SODIUM VANADATE(13718-26-8); POTASSIUM METAVANADATE(13769-43-2); CALCIUM SELENATE(14019-91-1); SODIUM ARSENATE(7631-89-2); CALCIUM ARSENATE(7778-44-1); BARIUM SELENATE(7787-41-9); POTASSIUM SELENATE(7790-59-2)
7784-44-3,AMMONIUM ARSENATE,51;60,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: NICKEL AMMONIUM SULFATE(15699-18-0); AMMONIUM METAVANADATE(7803-55-6)
7787-41-9,BARIUM SELENATE,51;61,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: oxidizer",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7790-59-2,POTASSIUM SELENATE,51;61,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 10종과 역할 중복 가능: SODIUM ARSENATE HEPTAHYDRATE(10048-95-0); FERRIC ARSENATE(10102-49-5); SODIUM SELENATE(13410-01-0); SODIUM VANADATE(13718-26-8); POTASSIUM METAVANADATE(13769-43-2); CALCIUM SELENATE(14019-91-1); SODIUM ARSENATE(7631-89-2); CALCIUM ARSENATE(7778-44-1); MERCURIC ARSENATE(7784-37-4); BARIUM SELENATE(7787-41-9)
7803-55-6,AMMONIUM METAVANADATE,51;60,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: oxidizer",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
10049-05-5,CHROMOUS CHLORIDE,58,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: TIN(II) OXIDE(21651-19-4); SULFUR, MOLTEN(7704-34-9) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
122-66-7,"1,2-DIPHENYLHYDRAZINE",14;17;35;58,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: reducer",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
21651-19-4,TIN(II) OXIDE,58,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: CHROMOUS CHLORIDE(10049-05-5); SULFUR, MOLTEN(7704-34-9) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
540-72-7,SODIUM THIOCYANATE,58;61;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
5470-11-1,HYDROXYLAMINE HYDROCHLORIDE,58;60,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: reducer",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
592-85-8,MERCURY THIOCYANATE,58;61,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: LEAD THIOCYANATE(592-87-0)
592-87-0,LEAD THIOCYANATE,58;61,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: MERCURY THIOCYANATE(592-85-8)
603-35-0,TRIPHENYL PHOSPHINE,14;58,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
6303-21-5,HYPOPHOSPHOROUS ACID,5;58,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: reducer",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7704-34-9,"SULFUR, MOLTEN",58,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: CHROMOUS CHLORIDE(10049-05-5); TIN(II) OXIDE(21651-19-4)
7758-94-3,"FERROUS CHLORIDE, SOLID",58;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: reducer;water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7772-99-8,"STANNOUS CHLORIDE, SOLID",58;60,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: reducer",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7783-47-3,STANNOUS FLUORIDE,29;58;60,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
7789-60-8,PHOSPHORUS TRIBROMIDE,3;58,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal;water), 위험상호작용: reducer",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7803-65-8,AMMONIUM HYPOPHOSPHITE,58;60,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 3종과 역할 중복 가능: HYDROXYLAMINE SULFATE(10039-54-0); HYDROXYLAMINE HYDROCHLORIDE(5470-11-1); STANNOUS CHLORIDE, SOLID(7772-99-8) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
127-95-7,POTASSIUM HYDROGEN OXALATE,59;61,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 6종과 역할 중복 가능: COBALT FLUORIDE(10026-17-2); SODIUM TELLURITE(10102-20-2); FERROUS OXALATE(516-03-0); SODIUM OXALATE(62-76-0); POTASSIUM OXALATE MONOHYDRATE(6487-48-5); POTASSIUM IODIDE(7681-11-0) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
1327-53-3,ARSENIC TRIOXIDE,59;60,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
140-08-9,TRIS(2-CHLOROETHYL)PHOSPHITE,31;59;66,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
15283-51-9,FERROUS FLUOROBORATE,59;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
1758-73-2,THIOUREA DIOXIDE,5;12;59,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: reducer",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
301-13-3,TRIS(2-ETHYLHEXYL) PHOSPHITE,59;66,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: TRIPHENYL PHOSPHITE(101-02-0) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
516-03-0,FERROUS OXALATE,59;61,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 6종과 역할 중복 가능: COBALT FLUORIDE(10026-17-2); SODIUM TELLURITE(10102-20-2); POTASSIUM HYDROGEN OXALATE(127-95-7); SODIUM OXALATE(62-76-0); POTASSIUM OXALATE MONOHYDRATE(6487-48-5); POTASSIUM IODIDE(7681-11-0) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
591-08-2,1-ACETYL-2-THIOUREA,12;59;64,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: reducer",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
62-76-0,SODIUM OXALATE,59;61,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 6종과 역할 중복 가능: COBALT FLUORIDE(10026-17-2); SODIUM TELLURITE(10102-20-2); POTASSIUM HYDROGEN OXALATE(127-95-7); FERROUS OXALATE(516-03-0); POTASSIUM OXALATE MONOHYDRATE(6487-48-5); POTASSIUM IODIDE(7681-11-0) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
6487-48-5,POTASSIUM OXALATE MONOHYDRATE,59;61,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: reducer",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7681-11-0,POTASSIUM IODIDE,59;61,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 6종과 역할 중복 가능: COBALT FLUORIDE(10026-17-2); SODIUM TELLURITE(10102-20-2); POTASSIUM HYDROGEN OXALATE(127-95-7); FERROUS OXALATE(516-03-0); SODIUM OXALATE(62-76-0); POTASSIUM OXALATE MONOHYDRATE(6487-48-5) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
7782-42-5,GRAPHITE (NATURAL),33;59,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: CARBON BLACK(1333-86-4)
998-40-3,TRIBUTYLPHOSPHANE,14;59,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: reducer",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
108-95-2,"PHENOL SOLUTION, [AQUEOUS]",5;55;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
110-22-5,"ACETYL PEROXIDE SOLUTION, [&lt;= 25% PEROXIDE]",53;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: 3,3,6,6,9,9-HEXAMETHYL-1,2,4,5-TETRAOXACYCLONONANE(22397-33-7); 2,5-DIMETHYL-2,5-DIHYDROPEROXY HEXANE, NOT MORE THAN 82% WITH WATER(3025-88-5) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
117-80-6,DICHLONE,16;38;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
118-96-7,"TNT, WETTED WITH NOT LESS THAN 30% WATER",46;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 3종과 역할 중복 가능: MANITOL HEXANITRATE, [WET WITH &gt;= 40 % WATER OR MIXTURE OF ALCOHOL AND WATER](15825-70-4); PENTAERYTHRITE TETRANITRATE(78-11-5); TRINITROBENZENE, WETTED WITH NOT LESS THAN 30% WATER(99-35-4)"
1194-65-6,DICHLOBENIL,16;45;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
121-82-4,"CYCLOTRIMETHYLENE TRINITRAMINE, [DESENSITIZED]",17;46;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: 4-NITROPHENYLHYDRAZINE, [WETTED WITH NOT LESS THAN 30% WATER BY MASS](100-16-3); CYCLOTETRAMETHYLENE TETRANITRAMINE, [WET WITH &gt;= 10% WATER](2691-41-0)"
12262-58-7,"CYCLOHEXANONE PEROXIDE, NOT MORE THAN 72% IN SOLUTION",1;8;53;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: 1-HYDROXY-1&#39;-HYDROPEROXY DICYCLOHEXYL PEROXIDE(78-18-2) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
124-09-4,"HEXAMETHYLENEDIAMINE, SOLID",14;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
128-03-0,POTASSIUM DIMETHYLDITHIOCARBAMATE,67;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: POTASSIUM N-METHYLDITHIOCARBAMATE(137-41-7); METAM SODIUM (COMPOUNDS, WEED, KILLING, LIQUID)(137-42-8)"
131-74-8,"AMMONIUM PICRATE, WETTED WITH NOT LESS THAN 10% WATER",46;54;60;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
1310-65-2,"LITHIUM HYDROXIDE, SOLUTION",18;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
1310-82-3,RUBIDIUM HYDROXIDE,18;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
1312-73-8,"POTASSIUM SULFIDE, HYDRATED, WITH NOT LESS THAN 30% WATER OF CRYSTALLIZATION",63;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(water), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
1341-49-7,"AMMONIUM BIFLUORIDE, SOLID",29;60;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
